contract_id,vendor_id,vendor_name,category,contract_start_date,contract_end_date,negotiated_rate,payment_terms,is_active_contract,expiration_status,contract_duration_years,total_estimated_savings,pos_on_contract,spend_on_contract,realized_savings,savings_realization_rate,savings_gap,realization_tier
C00137,V00318,Vargas-Bell,Facilities,2024-01-16,2026-01-15,0.146,Net 15,False,Expired,2.0,670436.44,12,37956.26,6489.00930742062,0.00967878373,663947.4306925794,Significant Shortfall
C00138,V00318,Vargas-Bell,Facilities,2022-02-14,2024-02-14,0.218,Net 30,False,Expired,2.0,567177.36,0,0.0,0.0,0.0,567177.36,Unused Contract
C00139,V00305,"Patterson, Sullivan and Bowman",IT Services,2022-01-06,2024-01-06,0.151,Net 15,False,Expired,2.0,479903.16,0,0.0,0.0,0.0,479903.16,Unused Contract
C00140,V00269,"Wilson, Brown and West",Raw Materials,2022-05-06,2024-05-05,0.2,Net 60,False,Expired,2.0,334221.14,0,0.0,0.0,0.0,334221.14,Unused Contract
C00141,V00269,"Wilson, Brown and West",Raw Materials,2023-07-29,2026-07-28,0.06,Net 15,False,Expired,3.0,357378.6,6,54558.99,3482.48871063513,0.009744536216,353896.11128936487,Significant Shortfall
C00142,V00269,"Wilson, Brown and West",Raw Materials,2022-03-03,2025-03-02,0.213,Net 15,False,Expired,3.0,145880.97,1,2691.11,728.3436200133,0.004992725371,145152.6263799867,Significant Shortfall
C00143,V00070,"Riggs, Roman and Rice",IT Services,2022-05-18,2025-05-17,0.068,Net 60,False,Expired,3.0,762730.53,6,247067.56,18026.38840135988,0.023634019739,744704.1415986401,Significant Shortfall
C00144,V00070,"Riggs, Roman and Rice",IT Services,2022-07-19,2024-07-18,0.246,Net 30,False,Expired,2.0,750334.18,0,0.0,0.0,0.0,750334.18,Unused Contract
C00145,V00070,"Riggs, Roman and Rice",IT Services,2023-02-20,2025-02-19,0.131,Net 30,False,Expired,2.0,55115.3,0,0.0,0.0,0.0,55115.3,Unused Contract
C00146,V00456,"Nelson, Hoffman and Nelson",Raw Materials,2022-02-25,2026-02-24,0.243,Net 45,False,Expired,4.0,1289574.72,7,107464.0,34496.369879832,0.026750190853,1255078.350120168,Significant Shortfall
C00147,V00456,"Nelson, Hoffman and Nelson",Raw Materials,2023-08-04,2026-08-03,0.24,Net 30,False,Expired,3.0,564113.43,2,41216.64,13015.78106564736,0.023072985633,551097.6489343527,Significant Shortfall
C00148,V00456,"Nelson, Hoffman and Nelson",Raw Materials,2024-04-30,2026-04-30,0.219,Net 15,False,Expired,2.0,345333.18,1,11105.67,3114.13793727477,0.009017777954,342219.04206272523,Significant Shortfall
C00149,V00466,Mcdowell-Smith,Professional Services,2024-04-11,2027-04-11,0.193,Net 45,True,Active,3.0,197614.35,5,161452.45,38612.54380641385,0.195393420601,159001.80619358615,Significant Shortfall
C00150,V00466,Mcdowell-Smith,Professional Services,2023-08-24,2025-08-23,0.118,Net 60,False,Expired,2.0,833286.2,6,205379.94,27477.13481502912,0.032974426812,805809.0651849709,Significant Shortfall
C00151,V00155,Vaughn Ltd,Raw Materials,2022-01-15,2025-01-14,0.19,Net 45,False,Expired,3.0,97293.81,3,29482.73,6915.70209184973,0.071080596924,90378.10790815027,Significant Shortfall
C00152,V00155,Vaughn Ltd,Raw Materials,2023-04-30,2026-04-29,0.078,Net 15,False,Expired,3.0,1083778.5,7,92201.22,7800.10316601156,0.00719713776,1075978.3968339884,Significant Shortfall
C00153,V00083,Hancock and Sons,MRO,2023-01-10,2027-01-09,0.089,Net 15,True,Active,4.0,276661.8,16,76077.09,7432.33921129269,0.026864349221,269229.4607887073,Significant Shortfall
C00154,V00478,Parks-Leblanc,Professional Services,2022-01-16,2024-01-16,0.193,Net 15,False,Expired,2.0,125610.44,0,0.0,0.0,0.0,125610.44,Unused Contract
C00155,V00173,"James, Kerr and Evans",Professional Services,2023-10-20,2027-10-19,0.075,Net 15,True,Active,4.0,1787838.52,13,339270.58,27508.42537789698,0.015386414975,1760330.094622103,Significant Shortfall
C00156,V00322,Cole PLC,IT Services,2023-05-04,2027-05-03,0.077,Net 30,True,Active,4.0,1017704.12,6,152073.86,12686.55175649934,0.012465854768,1005017.5682435007,Significant Shortfall
C00157,V00322,Cole PLC,IT Services,2022-09-19,2026-09-18,0.237,Net 15,True,Expiring in 30 days,4.0,1684079.56,8,112458.64,34931.4517976536,0.020742162441,1649148.1082023464,Significant Shortfall
C00158,V00091,"Hicks, Frazier and Anthony",IT Services,2023-04-03,2025-04-02,0.188,Net 45,False,Expired,2.0,190177.26,2,15379.53,3560.77788798582,0.018723468242,186616.48211201417,Significant Shortfall
C00159,V00091,"Hicks, Frazier and Anthony",IT Services,2023-09-28,2025-09-27,0.127,Net 60,False,Expired,2.0,608535.1,2,190631.45,27732.1811036494,0.045572032088,580802.9188963505,Significant Shortfall
C00160,V00091,"Hicks, Frazier and Anthony",IT Services,2023-01-28,2027-01-27,0.226,Net 45,True,Active,4.0,860582.92,3,206588.71,60321.76801909344,0.070094079974,800261.1519809066,Significant Shortfall
C00161,V00181,Holland LLC,MRO,2024-05-06,2027-05-06,0.244,Net 45,True,Active,3.0,695683.2,17,103779.67,33495.02579300341,0.048146952223,662188.1742069966,Significant Shortfall
C00162,V00415,Chavez-Barker,Professional Services,2022-06-13,2026-06-12,0.19,Net 60,False,Expired,4.0,1506916.64,15,307403.3,72106.9468414733,0.047850654062,1434809.6931585267,Significant Shortfall
C00163,V00313,Gonzalez-Morrison,IT Services,2024-04-16,2028-04-15,0.222,Net 45,True,Active,4.0,1435273.72,5,100727.52,28742.30008145088,0.020025657602,1406531.419918549,Significant Shortfall
C00164,V00313,Gonzalez-Morrison,IT Services,2023-04-23,2025-04-22,0.092,Net 60,False,Expired,2.0,720096.84,3,59401.83,6018.68762690238,0.008358164198,714078.1523730976,Significant Shortfall
C00165,V00313,Gonzalez-Morrison,IT Services,2022-08-08,2024-08-07,0.246,Net 45,False,Expired,2.0,657084.66,0,0.0,0.0,0.0,657084.66,Unused Contract
C00166,V00279,"Davis, Simmons and Ortega",IT Services,2023-07-19,2026-07-18,0.192,Net 15,False,Expired,3.0,1148339.28,6,143193.85,34026.2613322637,0.029630843362,1114313.0186677363,Significant Shortfall
C00167,V00279,"Davis, Simmons and Ortega",IT Services,2022-08-18,2026-08-17,0.164,Net 15,False,Expired,4.0,1347628.2,4,63499.77,12456.89269188273,0.009243567842,1335171.3073081172,Significant Shortfall
C00168,V00382,Bell-Williams,Raw Materials,2022-11-19,2026-11-18,0.107,Net 30,True,Expiring in 90 days,4.0,1700710.12,2,21082.52,2526.12502380908,0.001485335446,1698183.9949761909,Significant Shortfall
C00169,V00382,Bell-Williams,Raw Materials,2023-12-26,2027-12-25,0.071,Net 30,True,Active,4.0,786505.8,6,72654.23,5552.69143535095,0.007059949762,780953.108564649,Significant Shortfall
C00170,V00473,"Davis, Holden and Woods",Raw Materials,2022-03-13,2024-03-12,0.103,Net 60,False,Expired,2.0,789821.54,0,0.0,0.0,0.0,789821.54,Unused Contract
C00171,V00473,"Davis, Holden and Woods",Raw Materials,2024-05-23,2027-05-23,0.079,Net 60,True,Active,3.0,121188.24,10,230908.34,19806.4699715922,0.163435577343,101381.7700284078,Significant Shortfall
C00172,V00363,Smith-Gomez,Professional Services,2023-02-23,2027-02-22,0.056,Net 30,True,Active,4.0,1635491.4,10,289105.25,17150.3114700785,0.010486335465,1618341.0885299216,Significant Shortfall
C00173,V00325,"Miller, Lucas and Williams",Raw Materials,2022-08-10,2026-08-09,0.223,Net 15,False,Expired,4.0,1495128.96,8,125671.7,36067.9396394779,0.024123631208,1459061.0203605222,Significant Shortfall
C00174,V00325,"Miller, Lucas and Williams",Raw Materials,2023-09-28,2025-09-27,0.152,Net 60,False,Expired,2.0,800896.98,3,17957.43,3218.78462230269,0.004018974603,797678.1953776974,Significant Shortfall
C00175,V00432,Grant-Diaz,Capital Equipment,2022-10-01,2024-09-30,0.235,Net 60,False,Expired,2.0,399803.56,0,0.0,0.0,0.0,399803.56,Unused Contract
C00176,V00432,Grant-Diaz,Capital Equipment,2024-01-25,2028-01-24,0.061,Net 45,True,Active,4.0,1497593.12,6,390616.4,25375.5061643064,0.016944192535,1472217.6138356936,Significant Shortfall
C00177,V00348,Salas Inc,Professional Services,2022-03-15,2025-03-14,0.216,Net 60,False,Expired,3.0,1369884.96,4,75408.59,20775.83601425236,0.015166117317,1349109.1239857476,Significant Shortfall
C00178,V00348,Salas Inc,Professional Services,2024-06-22,2028-06-21,0.159,Net 45,True,Active,4.0,1222638.48,7,156139.52,29519.83789277184,0.024144371681,1193118.642107228,Significant Shortfall
C00179,V00087,Garrison and Sons,Raw Materials,2023-08-16,2025-08-15,0.247,Net 45,False,Expired,2.0,92979.62,8,121246.69,39771.49056966912,0.427744171999,53208.12943033088,Significant Shortfall
C00180,V00076,Smith and Sons,Office Supplies,2022-01-29,2024-01-29,0.125,Net 60,False,Expired,2.0,439937.66,0,0.0,0.0,0.0,439937.66,Unused Contract
C00181,V00076,Smith and Sons,Office Supplies,2023-01-05,2025-01-04,0.082,Net 30,False,Expired,2.0,849093.92,6,59347.94,5301.23212893486,0.006243398998,843792.6878710651,Significant Shortfall
C00182,V00439,"Wiggins, Soto and Carlson",Professional Services,2022-12-10,2024-12-09,0.058,Net 30,False,Expired,2.0,930055.68,5,183872.75,11321.25207434375,0.012172660538,918734.4279256562,Significant Shortfall
C00183,V00016,"Sanchez, Ford and Nelson",IT Services,2023-03-10,2027-03-09,0.219,Net 60,True,Active,4.0,630263.44,4,47087.87,13203.89696006297,0.020949806259,617059.543039937,Significant Shortfall
C00184,V00016,"Sanchez, Ford and Nelson",IT Services,2023-08-04,2025-08-03,0.207,Net 45,False,Expired,2.0,331501.82,3,47773.72,12470.56751961856,0.037618398353,319031.25248038146,Significant Shortfall
C00185,V00250,Blankenship-Turner,Logistics,2023-10-03,2027-10-02,0.064,Net 15,True,Active,4.0,1030075.08,2,12602.62,861.71760209816,0.000836558052,1029213.3623979018,Significant Shortfall
C00186,V00250,Blankenship-Turner,Logistics,2022-03-17,2026-03-16,0.157,Net 45,False,Expired,4.0,220213.28,2,53314.52,9929.2759452824,0.045089360393,210284.0040547176,Significant Shortfall
C00187,V00250,Blankenship-Turner,Logistics,2024-02-10,2026-02-09,0.183,Net 60,False,Expired,2.0,344445.2,1,26222.18,5873.51155241344,0.017052092909,338571.68844758655,Significant Shortfall
C00188,V00434,Brock-Stone,MRO,2023-08-11,2027-08-10,0.156,Net 30,True,Active,4.0,1993396.92,17,89930.5,16622.2250984515,0.008338642912,1976774.6949015486,Significant Shortfall
C00189,V00020,Lewis-Porter,MRO,2022-10-29,2025-10-28,0.139,Net 45,False,Expired,3.0,1359609.78,9,19823.49,3200.30791276914,0.002353842963,1356409.4720872308,Significant Shortfall
C00190,V00323,Jacobs-Mason,Marketing,2024-06-09,2027-06-09,0.126,Net 30,True,Active,3.0,1200423.69,6,25383.04,3659.3398696704,0.003048373587,1196764.3501303296,Significant Shortfall
C00191,V00323,Jacobs-Mason,Marketing,2024-06-06,2027-06-06,0.101,Net 30,True,Active,3.0,1094244.15,5,22362.73,2512.38679017196,0.00229600203,1091731.763209828,Significant Shortfall
C00192,V00323,Jacobs-Mason,Marketing,2024-03-26,2028-03-25,0.214,Net 15,True,Active,4.0,774917.76,6,27009.56,7353.74788687236,0.009489713963,767564.0121131276,Significant Shortfall
C00193,V00333,"Fletcher, Miller and Hansen",IT Services,2024-04-17,2027-04-17,0.23,Net 30,True,Active,3.0,312993.21,7,234197.21,69955.01084917579,0.22350328574,243038.19915082422,Significant Shortfall
C00194,V00333,"Fletcher, Miller and Hansen",IT Services,2022-07-29,2024-07-28,0.083,Net 30,False,Expired,2.0,957150.68,4,125119.41,11324.87572752081,0.011831863012,945825.8042724791,Significant Shortfall
C00195,V00057,"Higgins, Moore and Phillips",Facilities,2024-04-01,2026-04-01,0.184,Net 15,False,Expired,2.0,778110.62,8,196648.97,44342.41478849812,0.056987289016,733768.2052115019,Significant Shortfall
C00196,V00057,"Higgins, Moore and Phillips",Facilities,2023-09-23,2025-09-22,0.091,Net 15,False,Expired,2.0,832173.7,5,54334.88,5439.46543448368,0.00653645439,826734.2345655164,Significant Shortfall
C00197,V00302,Thompson-James,Travel,2023-06-01,2025-05-31,0.199,Net 15,False,Expired,2.0,170679.48,1,5672.11,1409.17589441161,0.008256270141,169270.30410558838,Significant Shortfall
C00198,V00302,Thompson-James,Travel,2022-09-04,2025-09-03,0.058,Net 45,False,Expired,3.0,137674.59,6,20834.27,1282.78944245375,0.009317546851,136391.80055754626,Significant Shortfall
C00199,V00230,Rodriguez-James,Marketing,2024-04-21,2028-04-20,0.064,Net 60,True,Active,4.0,1650373.88,1,7091.66,484.89982639288,0.000293812107,1649888.9801736071,Significant Shortfall
C00200,V00230,Rodriguez-James,Marketing,2023-09-16,2026-09-15,0.128,Net 15,False,Expired,3.0,956419.38,6,30788.9,4519.4715649999,0.004725407765,951899.9084350001,Significant Shortfall
C00201,V00332,Ponce-Hale,Raw Materials,2022-09-13,2025-09-12,0.185,Net 30,False,Expired,3.0,816206.52,5,67467.55,15314.71993658075,0.01876329037,800891.8000634193,Significant Shortfall
C00202,V00133,Murphy-Juarez,Logistics,2023-05-10,2027-05-09,0.059,Net 60,True,Active,4.0,1702572.44,0,0.0,0.0,0.0,1702572.44,Unused Contract
C00203,V00133,Murphy-Juarez,Logistics,2023-08-23,2027-08-22,0.071,Net 60,True,Active,4.0,1582308.12,2,81352.84,6217.4937083426,0.003929382419,1576090.6262916573,Significant Shortfall
C00204,V00138,Marshall LLC,Facilities,2022-06-13,2025-06-12,0.203,Net 15,False,Expired,3.0,673383.93,4,24793.73,6315.09056994712,0.009378142674,667068.8394300529,Significant Shortfall
C00205,V00138,Marshall LLC,Facilities,2024-02-14,2026-02-13,0.145,Net 45,False,Expired,2.0,542798.4,12,69178.71,11732.06191081053,0.021614031859,531066.3380891895,Significant Shortfall
C00206,V00424,Wagner-Levy,Professional Services,2022-01-15,2026-01-14,0.109,Net 60,False,Expired,4.0,1282729.52,9,382945.9,46847.4783539304,0.036521712195,1235882.0416460696,Significant Shortfall
C00207,V00424,Wagner-Levy,Professional Services,2022-07-08,2025-07-07,0.241,Net 45,False,Expired,3.0,46390.8,3,204166.66,64827.62202067962,1.397424101776,-18436.82202067962,On Track
C00208,V00336,"Cox, Cox and White",Marketing,2022-05-12,2024-05-11,0.165,Net 30,False,Expired,2.0,406200.06,0,0.0,0.0,0.0,406200.06,Unused Contract
C00209,V00026,James-Ferrell,Facilities,2024-01-18,2027-01-17,0.092,Net 45,True,Active,3.0,1361273.19,11,52351.34,5304.32079802524,0.003896588016,1355968.8692019747,Significant Shortfall
C00210,V00465,French-Lopez,Raw Materials,2024-01-18,2026-01-17,0.173,Net 30,False,Expired,2.0,267686.94,11,146728.01,30694.00937560243,0.114663828484,236992.93062439756,Significant Shortfall
C00211,V00282,Cain-Hawkins,Professional Services,2024-04-26,2028-04-25,0.22,Net 15,True,Active,4.0,1708719.92,13,385440.61,108714.01818536202,0.063623076499,1600005.901814638,Significant Shortfall
C00212,V00248,Leonard Group,Raw Materials,2022-09-30,2024-09-29,0.108,Net 30,False,Expired,2.0,86015.5,3,21734.02,2631.47326954666,0.030593012533,83384.02673045333,Significant Shortfall
C00213,V00248,Leonard Group,Raw Materials,2023-05-29,2025-05-28,0.195,Net 60,False,Expired,2.0,497446.6,9,119887.7,29041.1198943925,0.058380376696,468405.4801056075,Significant Shortfall
C00214,V00238,"Anderson, Browning and Murphy",Raw Materials,2023-06-01,2025-05-31,0.07,Net 45,False,Expired,2.0,627125.46,5,81570.75,6139.73385430275,0.009790280009,620985.7261456973,Significant Shortfall
C00215,V00118,"Washington, Allen and Gonzales",Raw Materials,2024-02-13,2027-02-12,0.116,Net 45,True,Active,3.0,999350.7,10,233408.0,30628.198988352,0.030648098799,968722.501011648,Significant Shortfall
C00216,V00043,"Brown, Jones and Johnson",Professional Services,2023-09-09,2026-09-08,0.212,Net 45,False,Expired,3.0,1439228.61,7,195369.45,52561.32411266685,0.036520483089,1386667.285887333,Significant Shortfall
C00217,V00043,"Brown, Jones and Johnson",Professional Services,2023-05-08,2025-05-07,0.113,Net 15,False,Expired,2.0,789946.9,2,20914.39,2664.40368875324,0.003372889607,787282.4963112468,Significant Shortfall
C00218,V00221,"Padilla, Garcia and Jackson",Raw Materials,2022-12-16,2025-12-15,0.077,Net 15,False,Expired,3.0,1107470.01,12,240749.87,20084.22542917953,0.018135231878,1087385.7845708204,Significant Shortfall
C00219,V00177,Smith Group,Marketing,2023-11-05,2026-11-04,0.205,Net 30,True,Expiring in 60 days,3.0,745847.94,7,76085.06,19619.4179706731,0.026304849713,726228.5220293269,Significant Shortfall
C00220,V00177,Smith Group,Marketing,2023-12-22,2025-12-21,0.179,Net 60,False,Expired,2.0,100334.22,6,41075.98,8955.66435303606,0.089258324359,91378.55564696394,Significant Shortfall
C00221,V00321,"Cruz, Carpenter and Best",Capital Equipment,2023-09-20,2025-09-19,0.228,Net 30,False,Expired,2.0,212503.3,2,68349.34,20186.07453751992,0.094991816774,192317.22546248007,Significant Shortfall
C00222,V00321,"Cruz, Carpenter and Best",Capital Equipment,2022-03-13,2024-03-12,0.228,Net 30,False,Expired,2.0,852595.52,0,0.0,0.0,0.0,852595.52,Unused Contract
C00223,V00321,"Cruz, Carpenter and Best",Capital Equipment,2023-11-11,2027-11-10,0.166,Net 45,True,Active,4.0,1547632.48,4,324035.3,64496.2346470751,0.041674128374,1483136.2453529248,Significant Shortfall
C00224,V00154,Allen Group,Raw Materials,2022-11-12,2026-11-11,0.102,Net 15,True,Expiring in 60 days,4.0,1792212.44,9,115043.02,13067.24724879292,0.007291126296,1779145.1927512072,Significant Shortfall
C00225,V00154,Allen Group,Raw Materials,2022-03-30,2024-03-29,0.123,Net 60,False,Expired,2.0,238840.52,0,0.0,0.0,0.0,238840.52,Unused Contract
C00226,V00154,Allen Group,Raw Materials,2022-07-31,2024-07-30,0.143,Net 15,False,Expired,2.0,520203.76,2,18886.29,3151.38795531576,0.006057987653,517052.37204468425,Significant Shortfall
C00227,V00232,"Foster, Smith and Grimes",IT Services,2022-03-11,2024-03-10,0.183,Net 45,False,Expired,2.0,851022.2,0,0.0,0.0,0.0,851022.2,Unused Contract
C00228,V00228,Huerta-Evans,Professional Services,2023-07-06,2025-07-05,0.139,Net 45,False,Expired,2.0,195562.28,2,44315.41,7154.28803306626,0.03658316948,188407.99196693374,Significant Shortfall
C00229,V00228,Huerta-Evans,Professional Services,2023-07-14,2026-07-13,0.238,Net 15,False,Expired,3.0,89417.13,6,295806.62,92391.04404044196,1.033258884964,-2973.91404044196,On Track
C00230,V00418,Hester-Anderson,Professional Services,2023-06-27,2026-06-26,0.124,Net 45,False,Expired,3.0,92928.42,10,146966.47,20803.47286130617,0.22386556084,72124.94713869382,Significant Shortfall
C00231,V00204,"Thomas, Lee and Greene",IT Services,2024-06-01,2027-06-01,0.128,Net 30,True,Active,3.0,1379315.85,7,158662.82,23289.95525701462,0.016885150168,1356025.8947429855,Significant Shortfall
C00232,V00204,"Thomas, Lee and Greene",IT Services,2022-10-25,2024-10-24,0.246,Net 60,False,Expired,2.0,337589.68,2,26186.95,8543.75291909165,0.025308098633,329045.9270809083,Significant Shortfall
C00233,V00127,Freeman LLC,Raw Materials,2023-08-01,2026-07-31,0.166,Net 15,False,Expired,3.0,868135.41,3,18063.22,3595.31716328974,0.004141424393,864540.0928367103,Significant Shortfall
C00234,V00127,Freeman LLC,Raw Materials,2023-12-15,2026-12-14,0.123,Net 30,True,Expiring in 90 days,3.0,990404.73,2,15524.15,2177.27531064825,0.002198369257,988227.4546893517,Significant Shortfall
C00235,V00127,Freeman LLC,Raw Materials,2023-02-15,2027-02-14,0.1,Net 45,True,Active,4.0,1946441.24,6,112380.75,12486.74998751325,0.006415169249,1933954.4900124867,Significant Shortfall
C00236,V00330,"York, Brandt and Morrison",Professional Services,2022-07-27,2025-07-26,0.213,Net 15,False,Expired,3.0,537197.52,1,1397.33,378.1846117599,0.000703995454,536819.33538824,Significant Shortfall
C00237,V00330,"York, Brandt and Morrison",Professional Services,2023-05-19,2027-05-18,0.051,Net 15,True,Active,4.0,1768787.12,8,147758.26,7940.6441438428,0.004489315901,1760846.4758561573,Significant Shortfall
C00238,V00032,"Lynch, Hernandez and Farmer",Logistics,2022-12-09,2024-12-08,0.153,Net 45,False,Expired,2.0,295193.32,4,29679.14,5361.16695763216,0.018161545653,289832.15304236783,Significant Shortfall
C00239,V00114,Contreras-Travis,Marketing,2022-06-19,2025-06-18,0.17,Net 45,False,Expired,3.0,1230923.97,6,13213.79,2706.43891422983,0.002198705184,1228217.53108577,Significant Shortfall
C00240,V00471,Bradley-Todd,IT Services,2023-06-18,2026-06-17,0.194,Net 15,False,Expired,3.0,737829.48,5,95294.54,22936.89919815206,0.031086992076,714892.580801848,Significant Shortfall
C00241,V00471,Bradley-Todd,IT Services,2022-12-13,2025-12-12,0.092,Net 15,False,Expired,3.0,267032.01,7,81921.43,8300.40921498798,0.031083948381,258731.600785012,Significant Shortfall
C00242,V00272,Boone-Simmons,Professional Services,2023-12-05,2025-12-04,0.076,Net 45,False,Expired,2.0,600500.7,11,339533.74,27927.01749050668,0.04650621971,572573.6825094933,Significant Shortfall
C00243,V00141,Johnston-Odonnell,Professional Services,2022-09-27,2024-09-26,0.228,Net 45,False,Expired,2.0,163927.8,2,30492.75,9005.630842287,0.054936568674,154922.169157713,Significant Shortfall
C00244,V00141,Johnston-Odonnell,Professional Services,2022-08-13,2025-08-12,0.234,Net 15,False,Expired,3.0,789461.82,4,209745.5,64073.6906591195,0.081161227859,725388.1293408806,Significant Shortfall
C00245,V00058,"Fitzgerald, Brown and Edwards",IT Services,2022-03-08,2026-03-07,0.178,Net 60,False,Expired,4.0,1761877.6,4,61297.62,13273.69385847144,0.007533834279,1748603.9061415286,Significant Shortfall
C00246,V00058,"Fitzgerald, Brown and Edwards",IT Services,2022-09-02,2024-09-01,0.093,Net 15,False,Expired,2.0,614395.38,0,0.0,0.0,0.0,614395.38,Unused Contract
C00247,V00193,Gibson LLC,Capital Equipment,2022-12-13,2024-12-12,0.094,Net 45,False,Expired,2.0,422551.52,2,28943.47,3002.96486753373,0.007106742552,419548.55513246625,Significant Shortfall
C00248,V00193,Gibson LLC,Capital Equipment,2023-12-16,2027-12-15,0.214,Net 60,True,Active,4.0,396492.92,4,111235.0,30285.356229285,0.076383094632,366207.563770715,Significant Shortfall
C00249,V00193,Gibson LLC,Capital Equipment,2022-05-21,2024-05-20,0.195,Net 15,False,Expired,2.0,355817.84,0,0.0,0.0,0.0,355817.84,Unused Contract
C00250,V00025,Conner Group,Logistics,2022-12-21,2024-12-20,0.096,Net 30,False,Expired,2.0,397752.64,2,17548.38,1863.5447741022,0.00468518518,395889.0952258978,Significant Shortfall
C00251,V00025,Conner Group,Logistics,2022-11-25,2024-11-24,0.09,Net 15,False,Expired,2.0,862399.86,1,9537.77,943.29593500923,0.001093803442,861456.5640649907,Significant Shortfall
C00252,V00018,Underwood LLC,Raw Materials,2022-03-25,2026-03-24,0.069,Net 30,False,Expired,4.0,972703.6,4,39906.9,2957.6542400064,0.003040653124,969745.9457599936,Significant Shortfall
C00253,V00018,Underwood LLC,Raw Materials,2024-05-09,2028-05-08,0.151,Net 15,True,Active,4.0,270332.16,4,60030.87,10676.86854404274,0.039495369489,259655.29145595725,Significant Shortfall
C00254,V00018,Underwood LLC,Raw Materials,2023-02-10,2025-02-09,0.23,Net 30,False,Expired,2.0,548500.26,3,30155.48,9007.48104796852,0.016422017827,539492.7789520315,Significant Shortfall
C00255,V00266,Rodriguez Inc,MRO,2023-11-25,2026-11-24,0.154,Net 30,True,Expiring in 90 days,3.0,574454.85,9,21367.02,3889.50482426094,0.0067707755,570565.345175739,Significant Shortfall
C00256,V00266,Rodriguez Inc,MRO,2022-04-04,2026-04-03,0.136,Net 15,False,Expired,4.0,1879306.4,4,9621.7,1514.5268479319,0.000805896712,1877791.8731520681,Significant Shortfall
C00257,V00266,Rodriguez Inc,MRO,2022-03-21,2025-03-20,0.12,Net 30,False,Expired,3.0,1212792.93,2,16746.14,2283.56453936504,0.001882897305,1210509.365460635,Significant Shortfall
C00258,V00067,Medina PLC,Logistics,2023-01-28,2026-01-27,0.145,Net 30,False,Expired,3.0,371793.96,4,29527.53,5007.59279890179,0.013468730904,366786.3672010982,Significant Shortfall
C00259,V00067,Medina PLC,Logistics,2023-05-23,2026-05-22,0.17,Net 60,False,Expired,3.0,829284.6,3,69882.39,14313.26059483203,0.017259768956,814971.339405168,Significant Shortfall
C00260,V00209,Cook-Hines,Logistics,2023-04-12,2025-04-11,0.166,Net 30,False,Expired,2.0,135472.04,2,15531.57,3091.41560551419,0.022819584067,132380.6243944858,Significant Shortfall
C00261,V00480,Mendez-Robinson,IT Services,2022-04-05,2024-04-04,0.188,Net 60,False,Expired,2.0,329583.68,2,73161.9,16938.9620985186,0.051395026897,312644.7179014814,Significant Shortfall
C00262,V00095,"Lee, Williams and Graham",Marketing,2022-03-23,2025-03-22,0.18,Net 15,False,Expired,3.0,402840.12,6,61858.32,13578.6556022124,0.033707307014,389261.4643977876,Significant Shortfall
C00263,V00254,"Barnes, Newton and Moore",IT Services,2023-05-20,2027-05-19,0.105,Net 45,True,Active,4.0,1373987.2,5,86924.3,10197.8229263948,0.00742206545,1363789.3770736053,Significant Shortfall
C00264,V00254,"Barnes, Newton and Moore",IT Services,2023-06-28,2026-06-27,0.16,Net 45,False,Expired,3.0,849617.13,4,40474.91,7709.5066473929,0.009074095113,841907.6233526071,Significant Shortfall
C00265,V00267,Tyler-Young,Professional Services,2023-12-16,2027-12-15,0.147,Net 60,True,Active,4.0,1977476.2,12,280615.81,48359.34838962883,0.024455084916,1929116.8516103711,Significant Shortfall
C00266,V00024,Campos Inc,IT Services,2024-02-26,2027-02-25,0.197,Net 30,True,Active,3.0,1286848.41,5,128773.46,31591.99448708152,0.024549895886,1255256.4155129185,Significant Shortfall
C00267,V00024,Campos Inc,IT Services,2022-01-12,2024-01-12,0.139,Net 45,False,Expired,2.0,705325.22,0,0.0,0.0,0.0,705325.22,Unused Contract
C00268,V00223,Jordan-Sanchez,Professional Services,2023-01-12,2027-01-11,0.13,Net 30,True,Active,4.0,703338.16,11,345535.36,51631.72033664832,0.073409525137,651706.4396633516,Significant Shortfall
C00269,V00262,Buchanan and Sons,Logistics,2023-12-11,2025-12-10,0.211,Net 15,False,Expired,2.0,826790.36,2,65781.02,17591.62892660546,0.021277012623,809198.7310733945,Significant Shortfall
C00270,V00427,Khan Ltd,MRO,2023-10-23,2026-10-22,0.068,Net 60,True,Expiring in 60 days,3.0,416745.24,0,0.0,0.0,0.0,416745.24,Unused Contract
C00271,V00427,Khan Ltd,MRO,2023-05-25,2025-05-24,0.172,Net 15,False,Expired,2.0,730004.82,2,4826.97,1002.70391497893,0.001373557938,729002.116085021,Significant Shortfall
C00272,V00427,Khan Ltd,MRO,2024-06-23,2028-06-22,0.181,Net 30,True,Active,4.0,601479.68,3,16878.12,3730.08512818452,0.006201514785,597749.5948718155,Significant Shortfall
C00273,V00006,Blake and Sons,Professional Services,2022-08-10,2024-08-09,0.178,Net 45,False,Expired,2.0,450192.6,0,0.0,0.0,0.0,450192.6,Unused Contract
C00274,V00006,Blake and Sons,Professional Services,2023-04-20,2027-04-19,0.107,Net 45,True,Active,4.0,105874.32,9,221393.49,26527.55150700321,0.250556995379,79346.7684929968,Significant Shortfall
