vendor_id,vendor_name,category,region,country,preferred_status,is_strategic,diversity_classification,risk_score,onboarded_date
V00305,"Patterson, Sullivan and Bowman",IT Services,Latin America,Argentina,False,False,None,36,2019-09-27
V00306,Smith-Nguyen,Raw Materials,Latin America,Argentina,False,False,None,31,2022-10-21
V00307,"Stevens, Norris and Cox",Raw Materials,Asia Pacific,Japan,False,False,None,6,2020-08-14
V00308,Sanchez PLC,Raw Materials,Europe,France,False,False,None,21,2020-05-26
V00309,Foster LLC,Raw Materials,Latin America,Chile,False,False,None,42,2022-06-22
V00310,Cook and Sons,Professional Services,Latin America,Chile,False,False,Minority-Owned,8,2018-06-17
V00311,"Wilson, Hicks and Bullock",Professional Services,Asia Pacific,China,False,False,None,24,2020-02-05
V00312,"Mullen, Brewer and Hernandez",Raw Materials,Europe,Italy,False,False,None,10,2018-08-14
V00313,Gonzalez-Morrison,IT Services,Europe,UK,False,False,None,39,2022-07-23
V00314,"Jones, Bean and Burton",Professional Services,North America,Canada,False,False,None,25,2020-10-13
V00315,"Wolf, Cole and Glass",IT Services,Europe,Netherlands,False,False,None,38,2021-05-21
V00316,"Downs, Morris and Maddox",Logistics,Asia Pacific,Japan,True,False,None,36,2019-11-24
V00317,Jones-Ramos,Logistics,Europe,Italy,False,True,None,58,2019-10-26
V00318,Vargas-Bell,Facilities,Latin America,Brazil,True,False,Women-Owned,56,2018-06-12
V00319,Hayes-Brown,Marketing,Europe,France,True,False,Women-Owned,8,2022-12-27
V00320,Newman Inc,IT Services,Asia Pacific,Japan,False,False,None,34,2021-09-08
V00321,"Cruz, Carpenter and Best",Capital Equipment,Europe,Italy,False,False,None,60,2022-06-07
V00322,Cole PLC,IT Services,Latin America,Argentina,False,False,None,31,2021-11-28
V00323,Jacobs-Mason,Marketing,Europe,UK,False,False,None,64,2023-09-29
V00324,Garcia-Nolan,Raw Materials,Asia Pacific,China,True,False,None,22,2020-01-23
V00325,"Miller, Lucas and Williams",Raw Materials,Europe,Germany,False,False,None,45,2022-03-30
V00326,Warren-Bishop,Facilities,Asia Pacific,Australia,True,False,None,59,2020-03-07
V00327,Hughes-Schroeder,Logistics,North America,Mexico,False,False,None,13,2022-01-26
V00328,Mccormick Ltd,Raw Materials,Asia Pacific,China,False,False,None,23,2020-01-03
V00329,Davis-Gregory,Professional Services,Europe,Netherlands,False,False,None,60,2019-09-15
V00330,"York, Brandt and Morrison",Professional Services,Latin America,Argentina,False,False,Minority-Owned,29,2018-11-26
V00331,Aguilar and Sons,Logistics,North America,Mexico,False,True,None,40,2023-07-01
V00332,Ponce-Hale,Raw Materials,North America,Mexico,False,False,Women-Owned,45,2020-05-08
V00333,"Fletcher, Miller and Hansen",IT Services,Latin America,Brazil,False,False,None,18,2021-11-10
V00334,Li-Santiago,Capital Equipment,Latin America,Brazil,False,False,None,41,2022-12-21
V00335,"Osborn, Gaines and Davis",IT Services,Latin America,Argentina,False,False,Minority-Owned,34,2022-01-08
V00336,"Cox, Cox and White",Marketing,Europe,Italy,False,False,None,17,2019-04-15
V00337,Lee-Cooke,Raw Materials,North America,USA,False,False,Small Business,20,2018-12-06
V00338,Richard-Garcia,IT Services,Europe,Netherlands,False,False,None,60,2022-08-16
V00339,"Stephenson, Johnson and Rogers",Facilities,Latin America,Chile,False,False,None,14,2022-08-06
V00340,Harper and Sons,IT Services,Asia Pacific,China,False,False,None,43,2018-12-22
V00341,"Wise, Lamb and Martin",MRO,Europe,Germany,False,False,None,30,2020-08-16
V00342,Diaz-Ball,MRO,Latin America,Argentina,False,False,None,45,2023-10-25
V00343,"Mitchell, Goodman and Cole",IT Services,Europe,Germany,False,False,None,42,2021-03-15
V00344,Sheppard-Mueller,Facilities,North America,USA,True,True,None,27,2023-06-03
V00345,Richardson PLC,Raw Materials,North America,USA,False,False,None,18,2023-11-26
V00346,Hammond-Strickland,IT Services,North America,USA,False,False,None,55,2021-01-06
V00347,Burch-Montoya,MRO,Asia Pacific,Australia,False,False,None,50,2022-10-21
V00348,Salas Inc,Professional Services,Europe,Italy,False,True,None,32,2021-11-05
V00349,Spencer-Garcia,Facilities,Europe,Netherlands,True,False,None,29,2023-01-27
V00350,Mitchell and Sons,Logistics,Latin America,Argentina,False,False,None,12,2019-08-21
V00351,"Hernandez, Kim and Potts",Professional Services,Latin America,Brazil,False,False,Minority-Owned,44,2019-05-02
V00352,Wilkerson-Arias,Marketing,North America,Mexico,False,False,None,57,2020-06-27
V00353,Shaw-Young,Professional Services,Asia Pacific,India,True,False,None,12,2023-12-19
V00354,Walker-Flores,Professional Services,Europe,Germany,False,False,None,14,2018-08-05
V00355,"Santos, Moody and Taylor",Capital Equipment,Europe,Italy,False,False,None,18,2019-09-21
V00356,Horton-Taylor,Capital Equipment,Asia Pacific,Japan,True,False,Veteran-Owned,19,2022-03-26
V00357,Gilbert-Bullock,Travel,North America,Mexico,False,False,Small Business,27,2018-02-11
V00358,Conley PLC,Logistics,Europe,Netherlands,False,False,Women-Owned,25,2023-08-22
V00359,"Rose, Rodriguez and Roberts",Professional Services,Asia Pacific,Japan,False,False,None,11,2019-10-22
V00360,Allen Ltd,IT Services,Latin America,Chile,False,False,Women-Owned,58,2022-10-05
V00361,Brown-Copeland,Raw Materials,Europe,UK,False,False,None,14,2020-12-30
V00362,"Smith, Robertson and Allen",MRO,Asia Pacific,India,False,False,None,26,2018-11-11
V00363,Smith-Gomez,Professional Services,Asia Pacific,Japan,False,False,None,16,2021-06-03
V00364,Beck Inc,MRO,Latin America,Brazil,False,False,None,50,2021-02-20
V00365,Jones-Fox,Raw Materials,Europe,Italy,False,False,Small Business,21,2021-01-16
V00366,"Spencer, Myers and Harrison",Marketing,North America,Mexico,True,False,None,30,2021-10-24
V00367,King-Smith,Logistics,North America,Mexico,False,False,None,60,2022-09-23
V00368,Allen-Sandoval,IT Services,Latin America,Argentina,True,False,None,22,2018-08-16
V00369,"Moss, Cook and Williams",IT Services,Asia Pacific,Australia,True,False,Veteran-Owned,33,2021-04-10
V00370,"Thompson, Maxwell and Marshall",Logistics,Europe,Germany,False,False,Women-Owned,15,2022-03-03
V00371,"White, Taylor and Baldwin",Logistics,Asia Pacific,Japan,False,False,None,26,2023-08-29
V00372,Carter Inc,Professional Services,Europe,UK,False,True,None,38,2022-09-29
V00373,Stewart LLC,Office Supplies,North America,USA,False,False,None,12,2021-02-02
V00374,"Kennedy, Johnson and Lucas",Logistics,Europe,Germany,False,False,None,23,2019-09-19
V00375,Glenn LLC,Raw Materials,North America,Mexico,False,False,Women-Owned,33,2019-08-22
V00376,Kim-Ross,Logistics,Latin America,Chile,True,False,None,7,2020-08-21
V00377,Morgan-Lopez,Capital Equipment,North America,USA,False,False,Women-Owned,37,2022-02-24
V00378,Glass-Stone,Raw Materials,Latin America,Brazil,False,False,None,31,2022-10-21
V00379,"Coleman, Jordan and Carney",Marketing,Asia Pacific,Singapore,True,False,None,19,2019-01-31
V00380,Morris-Miller,MRO,Asia Pacific,China,False,True,None,28,2021-12-18
V00381,Griffin-Robbins,Logistics,Latin America,Chile,False,False,None,60,2018-12-31
V00382,Bell-Williams,Raw Materials,Asia Pacific,Australia,False,False,Women-Owned,9,2023-03-21
V00383,Mendez-Graham,Logistics,North America,Mexico,False,True,None,27,2021-11-01
V00384,Jones Ltd,Professional Services,Latin America,Argentina,False,False,Minority-Owned,50,2020-06-08
V00385,"Owen, Shelton and Cisneros",Professional Services,North America,USA,False,False,Women-Owned,15,2018-11-09
V00386,"Gregory, Kim and Martinez",IT Services,North America,USA,False,False,None,21,2019-06-01
V00387,"Diaz, Reyes and Bradley",IT Services,North America,Canada,False,False,None,46,2021-08-18
V00388,"Cole, Watson and Wallace",Capital Equipment,North America,Canada,False,False,None,27,2018-06-18
V00389,Moreno Group,Raw Materials,Europe,Italy,False,False,None,18,2019-11-20
V00390,Wright-Wilson,Professional Services,Asia Pacific,Singapore,False,False,None,11,2022-05-31
V00391,Holmes-Mcintyre,Professional Services,North America,Canada,False,False,None,42,2018-09-15
V00392,Padilla-Lewis,Raw Materials,Europe,Netherlands,False,False,None,64,2021-09-02
V00393,"Hendricks, Henry and Martinez",Professional Services,Latin America,Chile,False,False,None,30,2023-02-11
V00394,Thompson-Reeves,Logistics,Europe,France,False,False,None,41,2023-12-25
V00395,"Ponce, Downs and Contreras",Professional Services,Latin America,Chile,False,False,None,19,2022-04-03
V00396,"Daniels, Vance and York",Raw Materials,Europe,France,False,False,None,13,2022-04-08
V00397,"Little, Leon and Hicks",IT Services,Europe,Italy,False,False,Small Business,9,2018-09-23
V00398,Conner and Sons,IT Services,Latin America,Argentina,False,False,None,36,2022-09-27
V00399,Ward PLC,IT Services,Latin America,Argentina,False,False,None,50,2020-03-18
V00400,"Anderson, Henson and Jones",Logistics,Latin America,Chile,False,False,None,23,2020-05-21
V00401,"Higgins, Fox and Hammond",Professional Services,Latin America,Argentina,False,False,None,40,2022-12-09
V00402,Martinez LLC,Marketing,North America,USA,False,False,None,26,2021-11-07
V00403,Owens-Holmes,Logistics,North America,Mexico,False,False,Small Business,38,2018-10-09
V00404,"Bowman, White and Burch",MRO,Latin America,Brazil,False,False,None,22,2020-08-05
V00405,Guerra PLC,Raw Materials,Europe,Netherlands,False,False,None,4,2018-12-02
V00406,Martin Ltd,Logistics,Europe,France,False,False,Small Business,16,2019-05-09
V00407,"Jacobson, Singleton and King",Facilities,North America,USA,False,False,Minority-Owned,19,2021-10-22
V00408,"Hill, Weber and Mendez",Professional Services,Europe,Italy,False,False,None,26,2018-07-24
V00409,"Jackson, David and Moore",Logistics,Asia Pacific,China,False,False,None,35,2021-12-13
V00410,"Winters, Morgan and Bradshaw",Marketing,North America,Mexico,False,False,Minority-Owned,8,2018-04-01
V00411,Miller Ltd,Raw Materials,Europe,France,False,False,None,10,2022-08-16
V00412,Curtis-Wang,Professional Services,Europe,UK,False,True,None,24,2020-07-01
V00413,"Johnson, Small and Gardner",Logistics,Europe,Netherlands,False,False,None,54,2021-11-06
V00414,Webb-Ballard,IT Services,North America,Mexico,False,False,None,33,2022-02-09
V00415,Chavez-Barker,Professional Services,Latin America,Brazil,False,False,None,11,2018-12-13
V00416,Washington-Harris,Logistics,Latin America,Argentina,True,False,None,7,2021-08-21
V00417,Hensley-Flores,Raw Materials,Europe,France,False,False,Women-Owned,22,2023-12-04
V00418,Hester-Anderson,Professional Services,Europe,France,False,False,None,23,2020-03-22
V00419,"Rodriguez, Allen and Martinez",Professional Services,Europe,Italy,False,False,None,46,2020-09-11
V00420,Davis LLC,Logistics,Europe,Italy,False,False,None,10,2023-09-02
V00421,"Barnes, Estes and Barrera",Marketing,North America,Canada,False,False,Veteran-Owned,35,2022-11-17
V00422,"Griffith, Lee and Moore",Professional Services,Latin America,Chile,False,False,None,11,2023-12-22
V00423,Jimenez-Parker,Raw Materials,North America,Mexico,False,False,None,52,2018-02-20
V00424,Wagner-Levy,Professional Services,Asia Pacific,India,False,False,Minority-Owned,46,2019-04-17
V00425,Williams-Campbell,Raw Materials,North America,Mexico,False,False,None,44,2021-08-01
V00426,"Chambers, Mitchell and Smith",Professional Services,North America,Mexico,False,False,None,45,2018-08-24
V00427,Khan Ltd,MRO,Europe,France,True,False,Women-Owned,20,2020-03-12
V00428,Diaz-Morales,Capital Equipment,North America,Canada,True,False,Women-Owned,55,2021-06-02
V00429,Cox LLC,IT Services,Asia Pacific,Australia,False,False,None,24,2018-06-11
V00430,"Cole, Pierce and Bryan",IT Services,Europe,Germany,False,False,None,35,2021-09-26
V00431,"Wilson, Hester and Long",IT Services,Asia Pacific,Japan,False,False,None,56,2022-10-07
V00432,Grant-Diaz,Capital Equipment,North America,USA,False,False,Veteran-Owned,6,2018-11-12
V00433,"Hicks, Porter and Williams",Office Supplies,Europe,UK,False,False,None,47,2018-10-28
V00434,Brock-Stone,MRO,Latin America,Chile,False,False,None,36,2018-11-23
V00435,"Taylor, Velazquez and Flores",Professional Services,North America,Mexico,False,False,Minority-Owned,40,2020-05-10
V00436,"Stevenson, Evans and Rogers",MRO,Asia Pacific,Singapore,False,True,Veteran-Owned,14,2022-12-19
V00437,"Burns, Hart and Wells",MRO,North America,Mexico,False,False,Veteran-Owned,14,2018-02-06
V00438,Nunez-Whitney,Capital Equipment,Latin America,Brazil,False,False,Veteran-Owned,26,2021-07-02
V00439,"Wiggins, Soto and Carlson",Professional Services,Asia Pacific,Japan,True,False,None,26,2019-08-05
V00440,"Patton, Parsons and Lane",Marketing,North America,USA,False,False,None,20,2022-04-29
V00441,"Castillo, Warren and Griffith",IT Services,Europe,Netherlands,False,False,None,51,2022-08-24
V00442,Hernandez-Becker,Office Supplies,Europe,France,False,False,None,1,2018-03-11
V00443,"Rodriguez, Smith and Edwards",Logistics,Asia Pacific,China,False,False,None,23,2018-11-28
V00444,"Harris, Shaw and Carr",Professional Services,Asia Pacific,India,True,True,None,8,2020-10-29
V00445,"Luna, Thornton and Stone",IT Services,North America,USA,False,False,None,54,2021-05-13
V00446,"Mendoza, Bennett and Frye",IT Services,Asia Pacific,China,False,False,Small Business,33,2020-10-03
V00447,"Peterson, Gomez and Ingram",IT Services,Latin America,Brazil,True,False,None,22,2022-04-28
V00448,"Lara, Baker and Washington",Capital Equipment,Europe,Netherlands,False,False,None,12,2023-09-28
V00449,Grant-Walker,Office Supplies,Europe,Germany,True,False,None,32,2023-11-01
V00450,Wise-Bush,Raw Materials,Europe,UK,False,False,Women-Owned,9,2022-02-20
V00451,Stewart-Bailey,IT Services,North America,USA,False,False,None,33,2023-08-07
V00452,"Hill, Martinez and Rhodes",Travel,Asia Pacific,India,False,False,None,58,2020-04-11
V00453,Cardenas-Blevins,Logistics,Asia Pacific,China,False,False,Minority-Owned,54,2022-10-29
V00454,Williams-Moses,Raw Materials,Europe,Netherlands,True,False,None,14,2018-06-23
V00455,Douglas-Burgess,Facilities,Latin America,Chile,False,False,None,53,2019-04-14
V00456,"Nelson, Hoffman and Nelson",Raw Materials,North America,Canada,True,False,Women-Owned,4,2018-08-28
V00457,"Matthews, Sanchez and Santiago",Raw Materials,Asia Pacific,Australia,False,False,None,22,2021-03-08
V00458,"Hall, Garcia and Rivera",MRO,North America,Mexico,False,True,None,15,2020-10-31
V00459,"Townsend, Smith and Pierce",IT Services,Latin America,Argentina,False,False,None,3,2023-07-28
V00460,Delgado-Gilmore,Raw Materials,Latin America,Brazil,False,False,None,41,2020-11-07
V00461,"Gonzalez, Maynard and Morris",IT Services,North America,Mexico,False,False,Women-Owned,47,2021-11-15
V00462,Pearson and Sons,Professional Services,North America,Canada,False,False,None,45,2021-03-17
V00463,"Jefferson, Johnson and Dorsey",IT Services,North America,Canada,False,True,None,29,2020-07-04
V00464,Peck Inc,Logistics,Europe,Germany,True,True,None,32,2023-12-24
V00465,French-Lopez,Raw Materials,Asia Pacific,Australia,False,False,None,60,2022-06-29
V00466,Mcdowell-Smith,Professional Services,Asia Pacific,China,True,False,None,22,2021-05-28
V00467,Hebert LLC,Professional Services,North America,Canada,False,True,None,32,2019-09-16
V00468,"Daniels, Snyder and Mays",Raw Materials,Asia Pacific,China,False,False,None,76,2023-02-07
V00469,Nelson-Lamb,Professional Services,North America,Mexico,True,False,None,47,2019-12-26
V00470,"Stevens, Scott and Lopez",IT Services,North America,USA,False,False,None,46,2022-06-02
V00471,Bradley-Todd,IT Services,North America,Mexico,False,False,Minority-Owned,33,2019-01-20
V00472,"Prince, Wilcox and Robertson",Professional Services,Europe,Netherlands,False,False,Women-Owned,29,2018-07-09
V00473,"Davis, Holden and Woods",Raw Materials,North America,Mexico,True,False,None,30,2023-08-12
V00474,Green and Sons,Raw Materials,North America,Canada,False,False,None,32,2020-09-05
V00475,Finley-Turner,Marketing,Asia Pacific,China,True,False,None,6,2022-05-03
V00476,Green LLC,Raw Materials,Asia Pacific,Australia,False,False,None,33,2022-02-26
V00477,Contreras Group,Office Supplies,Europe,Italy,False,True,None,56,2019-11-03
V00478,Parks-Leblanc,Professional Services,Europe,Italy,False,False,None,16,2023-04-29
V00479,Vaughn-Fowler,Facilities,North America,Mexico,False,False,None,32,2023-08-22
V00480,Mendez-Robinson,IT Services,Europe,Netherlands,True,False,None,25,2018-10-20
V00481,Gibson PLC,MRO,North America,USA,False,False,Women-Owned,21,2020-03-29
V00482,"Dunn, Ruiz and Medina",MRO,Asia Pacific,Singapore,True,True,Veteran-Owned,44,2021-12-25
V00483,Gill Ltd,IT Services,Latin America,Brazil,True,False,None,19,2022-07-11
V00484,Fox PLC,IT Services,Asia Pacific,Japan,False,False,Minority-Owned,42,2022-03-22
V00485,Stark Inc,Marketing,Asia Pacific,Japan,False,False,None,31,2018-05-16
V00486,"Leach, Harris and Herrera",IT Services,North America,USA,False,False,None,8,2018-12-27
V00487,"Ramos, Frazier and Love",IT Services,Asia Pacific,India,False,False,None,18,2020-12-06
V00488,"Griffin, Brown and Anderson",IT Services,Asia Pacific,Australia,False,False,None,28,2020-06-28
V00489,"Brown, Ford and Roman",IT Services,Europe,France,True,False,None,19,2022-05-03
V00490,Scott-Smith,Marketing,Europe,Germany,False,False,Veteran-Owned,25,2019-04-23
V00491,Williams LLC,Raw Materials,North America,Canada,False,False,None,26,2022-03-14
V00492,"Mcknight, Michael and Jones",IT Services,Europe,UK,False,False,None,18,2023-08-07
V00493,Mitchell and Sons,Facilities,North America,Mexico,False,True,None,12,2022-08-12
V00494,"Good, Brewer and Fisher",Office Supplies,Europe,Netherlands,True,False,Minority-Owned,35,2023-12-15
V00495,West-Stark,Marketing,North America,USA,True,False,Women-Owned,1,2020-04-06
V00496,Vega Ltd,Raw Materials,Latin America,Chile,False,False,None,22,2023-03-31
V00497,Valdez LLC,IT Services,Europe,France,False,True,None,36,2018-09-17
V00498,"Long, Anderson and Irwin",Logistics,Europe,France,False,False,None,47,2023-01-03
V00499,Good Group,IT Services,Latin America,Brazil,False,False,None,23,2022-01-14
V00500,"Coleman, Gray and Hall",Professional Services,North America,Canada,False,False,Minority-Owned,60,2020-10-05
